"","seqid","source","type","start","end","score","strand","phase","attributes"
"218232.1","NC_059187.1","Gnomon","exon",2711237,2711333,".","+",".","ID=exon-XM_032932639.2-4;Parent=rna-XM_032932639.2;Dbxref=GeneID:116925877,Genbank:XM_032932639.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116925877;product=neural Wiskott-Aldrich syndrome protein%2C transcript variant X1;transcript_id=XM_032932639.2"
"218237.1","NC_059187.1","Gnomon","CDS",2711237,2711333,".","+","0","ID=cds-XP_032788530.2;Parent=rna-XM_032932639.2;Dbxref=GeneID:116925877,Genbank:XP_032788530.2;Name=XP_032788530.2;gbkey=CDS;gene=LOC116925877;product=neural Wiskott-Aldrich syndrome protein;protein_id=XP_032788530.2"
"218240.2","NC_059187.1","Gnomon","mRNA",2710599,2712950,".","+",".","ID=rna-XM_032932640.2;Parent=gene-LOC116925877;Dbxref=GeneID:116925877,Genbank:XM_032932640.2;Name=XM_032932640.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116925877;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 8 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 36 samples with support for all annotated introns;product=neural Wiskott-Aldrich syndrome protein%2C transcript variant X2;transcript_id=XM_032932640.2"
"218244.1","NC_059187.1","Gnomon","exon",2711237,2711333,".","+",".","ID=exon-XM_032932640.2-4;Parent=rna-XM_032932640.2;Dbxref=GeneID:116925877,Genbank:XM_032932640.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116925877;product=neural Wiskott-Aldrich syndrome protein%2C transcript variant X2;transcript_id=XM_032932640.2"
"218249.1","NC_059187.1","Gnomon","CDS",2711237,2711333,".","+","0","ID=cds-XP_032788531.2;Parent=rna-XM_032932640.2;Dbxref=GeneID:116925877,Genbank:XP_032788531.2;Name=XP_032788531.2;gbkey=CDS;gene=LOC116925877;product=neural Wiskott-Aldrich syndrome protein;protein_id=XP_032788531.2"
"218227.3","NC_059187.1","Gnomon","gene",2710403,2712950,".","+",".","ID=gene-LOC116925877;Dbxref=GeneID:116925877;Name=LOC116925877;gbkey=Gene;gene=LOC116925877;gene_biotype=protein_coding"
"218228.3","NC_059187.1","Gnomon","mRNA",2710403,2712950,".","+",".","ID=rna-XM_032932639.2;Parent=gene-LOC116925877;Dbxref=GeneID:116925877,Genbank:XM_032932639.2;Name=XM_032932639.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116925877;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 8 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 145 samples with support for all annotated introns;product=neural Wiskott-Aldrich syndrome protein%2C transcript variant X1;transcript_id=XM_032932639.2"
"218232.2","NC_059187.1","Gnomon","exon",2711237,2711333,".","+",".","ID=exon-XM_032932639.2-4;Parent=rna-XM_032932639.2;Dbxref=GeneID:116925877,Genbank:XM_032932639.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116925877;product=neural Wiskott-Aldrich syndrome protein%2C transcript variant X1;transcript_id=XM_032932639.2"
"218237.2","NC_059187.1","Gnomon","CDS",2711237,2711333,".","+","0","ID=cds-XP_032788530.2;Parent=rna-XM_032932639.2;Dbxref=GeneID:116925877,Genbank:XP_032788530.2;Name=XP_032788530.2;gbkey=CDS;gene=LOC116925877;product=neural Wiskott-Aldrich syndrome protein;protein_id=XP_032788530.2"
"218240.3","NC_059187.1","Gnomon","mRNA",2710599,2712950,".","+",".","ID=rna-XM_032932640.2;Parent=gene-LOC116925877;Dbxref=GeneID:116925877,Genbank:XM_032932640.2;Name=XM_032932640.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116925877;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 8 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 36 samples with support for all annotated introns;product=neural Wiskott-Aldrich syndrome protein%2C transcript variant X2;transcript_id=XM_032932640.2"
"218244.2","NC_059187.1","Gnomon","exon",2711237,2711333,".","+",".","ID=exon-XM_032932640.2-4;Parent=rna-XM_032932640.2;Dbxref=GeneID:116925877,Genbank:XM_032932640.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116925877;product=neural Wiskott-Aldrich syndrome protein%2C transcript variant X2;transcript_id=XM_032932640.2"
"218249.2","NC_059187.1","Gnomon","CDS",2711237,2711333,".","+","0","ID=cds-XP_032788531.2;Parent=rna-XM_032932640.2;Dbxref=GeneID:116925877,Genbank:XP_032788531.2;Name=XP_032788531.2;gbkey=CDS;gene=LOC116925877;product=neural Wiskott-Aldrich syndrome protein;protein_id=XP_032788531.2"
"245070","NC_059189.1","Gnomon","gene",2085647,2107113,".","+",".","ID=gene-LOC116929399;Dbxref=GeneID:116929399;Name=LOC116929399;gbkey=Gene;gene=LOC116929399;gene_biotype=protein_coding"
"245071","NC_059189.1","Gnomon","mRNA",2085647,2107113,".","+",".","ID=rna-XM_032936608.2;Parent=gene-LOC116929399;Dbxref=GeneID:116929399,Genbank:XM_032936608.2;Name=XM_032936608.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116929399;model_evidence=Supporting evidence includes similarity to: 2 ESTs%2C 19 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 125 samples with support for all annotated introns;product=papilin%2C transcript variant X2;transcript_id=XM_032936608.2"
"245088","NC_059189.1","Gnomon","exon",2097672,2098475,".","+",".","ID=exon-XM_032936608.2-17;Parent=rna-XM_032936608.2;Dbxref=GeneID:116929399,Genbank:XM_032936608.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116929399;product=papilin%2C transcript variant X2;transcript_id=XM_032936608.2"
"245128","NC_059189.1","Gnomon","CDS",2097672,2098475,".","+","2","ID=cds-XP_032792499.2;Parent=rna-XM_032936608.2;Dbxref=GeneID:116929399,Genbank:XP_032792499.2;Name=XP_032792499.2;gbkey=CDS;gene=LOC116929399;product=papilin isoform X2;protein_id=XP_032792499.2"
"245152","NC_059189.1","Gnomon","mRNA",2085647,2107113,".","+",".","ID=rna-XM_032936611.2;Parent=gene-LOC116929399;Dbxref=GeneID:116929399,Genbank:XM_032936611.2;Name=XM_032936611.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116929399;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C 18 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 132 samples with support for all annotated introns;product=papilin%2C transcript variant X5;transcript_id=XM_032936611.2"
"245169","NC_059189.1","Gnomon","exon",2097672,2098475,".","+",".","ID=exon-XM_032936611.2-17;Parent=rna-XM_032936611.2;Dbxref=GeneID:116929399,Genbank:XM_032936611.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116929399;product=papilin%2C transcript variant X5;transcript_id=XM_032936611.2"
"245207","NC_059189.1","Gnomon","CDS",2097672,2098475,".","+","2","ID=cds-XP_032792502.2;Parent=rna-XM_032936611.2;Dbxref=GeneID:116929399,Genbank:XP_032792502.2;Name=XP_032792502.2;gbkey=CDS;gene=LOC116929399;product=papilin isoform X5;protein_id=XP_032792502.2"
"245229","NC_059189.1","Gnomon","mRNA",2085648,2107113,".","+",".","ID=rna-XM_032936607.2;Parent=gene-LOC116929399;Dbxref=GeneID:116929399,Genbank:XM_032936607.2;Name=XM_032936607.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116929399;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C 19 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 132 samples with support for all annotated introns;product=papilin%2C transcript variant X1;transcript_id=XM_032936607.2"
"245246","NC_059189.1","Gnomon","exon",2097672,2098475,".","+",".","ID=exon-XM_032936607.2-17;Parent=rna-XM_032936607.2;Dbxref=GeneID:116929399,Genbank:XM_032936607.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116929399;product=papilin%2C transcript variant X1;transcript_id=XM_032936607.2"
"245285","NC_059189.1","Gnomon","CDS",2097672,2098475,".","+","2","ID=cds-XP_032792498.2;Parent=rna-XM_032936607.2;Dbxref=GeneID:116929399,Genbank:XP_032792498.2;Name=XP_032792498.2;gbkey=CDS;gene=LOC116929399;product=papilin isoform X1;protein_id=XP_032792498.2"
"245308","NC_059189.1","Gnomon","mRNA",2085648,2107113,".","+",".","ID=rna-XM_045178496.1;Parent=gene-LOC116929399;Dbxref=GeneID:116929399,Genbank:XM_045178496.1;Name=XM_045178496.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116929399;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C 19 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 117 samples with support for all annotated introns;product=papilin%2C transcript variant X3;transcript_id=XM_045178496.1"
"245326","NC_059189.1","Gnomon","exon",2097782,2098475,".","+",".","ID=exon-XM_045178496.1-18;Parent=rna-XM_045178496.1;Dbxref=GeneID:116929399,Genbank:XM_045178496.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116929399;product=papilin%2C transcript variant X3;transcript_id=XM_045178496.1"
"245366","NC_059189.1","Gnomon","CDS",2097782,2098475,".","+","0","ID=cds-XP_045034431.1;Parent=rna-XM_045178496.1;Dbxref=GeneID:116929399,Genbank:XP_045034431.1;Name=XP_045034431.1;gbkey=CDS;gene=LOC116929399;product=papilin isoform X3;protein_id=XP_045034431.1"
"245389","NC_059189.1","Gnomon","mRNA",2085649,2107113,".","+",".","ID=rna-XM_032936612.2;Parent=gene-LOC116929399;Dbxref=GeneID:116929399,Genbank:XM_032936612.2;Name=XM_032936612.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116929399;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C 19 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 134 samples with support for all annotated introns;product=papilin%2C transcript variant X6;transcript_id=XM_032936612.2"
"245406","NC_059189.1","Gnomon","exon",2097672,2098475,".","+",".","ID=exon-XM_032936612.2-17;Parent=rna-XM_032936612.2;Dbxref=GeneID:116929399,Genbank:XM_032936612.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116929399;product=papilin%2C transcript variant X6;transcript_id=XM_032936612.2"
"245444","NC_059189.1","Gnomon","CDS",2097672,2098475,".","+","2","ID=cds-XP_032792503.2;Parent=rna-XM_032936612.2;Dbxref=GeneID:116929399,Genbank:XP_032792503.2;Name=XP_032792503.2;gbkey=CDS;gene=LOC116929399;product=papilin isoform X6;protein_id=XP_032792503.2"
"245466","NC_059189.1","Gnomon","mRNA",2085649,2107113,".","+",".","ID=rna-XM_032936610.2;Parent=gene-LOC116929399;Dbxref=GeneID:116929399,Genbank:XM_032936610.2;Name=XM_032936610.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116929399;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C 21 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 131 samples with support for all annotated introns;product=papilin%2C transcript variant X4;transcript_id=XM_032936610.2"
"245483","NC_059189.1","Gnomon","exon",2097672,2098475,".","+",".","ID=exon-XM_032936610.2-17;Parent=rna-XM_032936610.2;Dbxref=GeneID:116929399,Genbank:XM_032936610.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116929399;product=papilin%2C transcript variant X4;transcript_id=XM_032936610.2"
"245522","NC_059189.1","Gnomon","CDS",2097672,2098475,".","+","2","ID=cds-XP_032792501.2;Parent=rna-XM_032936610.2;Dbxref=GeneID:116929399,Genbank:XP_032792501.2;Name=XP_032792501.2;gbkey=CDS;gene=LOC116929399;product=papilin isoform X4;protein_id=XP_032792501.2"
"111857.24","NC_059185.1","RefSeq","region",1,13367246,".","+",".","ID=NC_059185.1:1..13367246;Dbxref=taxon:35525;Name=LG4;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG4;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"122694","NC_059185.1","Gnomon","gene",1165197,1169298,".","-",".","ID=gene-LOC116921369;Dbxref=GeneID:116921369;Name=LOC116921369;gbkey=Gene;gene=LOC116921369;gene_biotype=protein_coding"
"122695","NC_059185.1","Gnomon","mRNA",1165197,1169298,".","-",".","ID=rna-XM_032927645.2;Parent=gene-LOC116921369;Dbxref=GeneID:116921369,Genbank:XM_032927645.2;Name=XM_032927645.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116921369;model_evidence=Supporting evidence includes similarity to: 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 68 samples with support for all annotated introns;product=glutamate receptor ionotropic%2C NMDA 1%2C transcript variant X1;transcript_id=XM_032927645.2"
"122699","NC_059185.1","Gnomon","exon",1166636,1167339,".","-",".","ID=exon-XM_032927645.2-4;Parent=rna-XM_032927645.2;Dbxref=GeneID:116921369,Genbank:XM_032927645.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116921369;product=glutamate receptor ionotropic%2C NMDA 1%2C transcript variant X1;transcript_id=XM_032927645.2"
"122701","NC_059185.1","Gnomon","CDS",1166636,1167283,".","-","0","ID=cds-XP_032783536.2;Parent=rna-XM_032927645.2;Dbxref=GeneID:116921369,Genbank:XP_032783536.2;Name=XP_032783536.2;gbkey=CDS;gene=LOC116921369;product=glutamate receptor ionotropic%2C NMDA 1 isoform X1;protein_id=XP_032783536.2"
"122703","NC_059185.1","Gnomon","mRNA",1165197,1169298,".","-",".","ID=rna-XM_045171653.1;Parent=gene-LOC116921369;Dbxref=GeneID:116921369,Genbank:XM_045171653.1;Name=XM_045171653.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116921369;model_evidence=Supporting evidence includes similarity to: 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 60 samples with support for all annotated introns;product=glutamate receptor ionotropic%2C NMDA 1%2C transcript variant X3;transcript_id=XM_045171653.1"
"122706","NC_059185.1","Gnomon","exon",1167113,1167339,".","-",".","ID=exon-XM_045171653.1-3;Parent=rna-XM_045171653.1;Dbxref=GeneID:116921369,Genbank:XM_045171653.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116921369;product=glutamate receptor ionotropic%2C NMDA 1%2C transcript variant X3;transcript_id=XM_045171653.1"
"122709","NC_059185.1","Gnomon","CDS",1167113,1167283,".","-","0","ID=cds-XP_045027588.1;Parent=rna-XM_045171653.1;Dbxref=GeneID:116921369,Genbank:XP_045027588.1;Name=XP_045027588.1;gbkey=CDS;gene=LOC116921369;product=glutamate receptor ionotropic%2C NMDA 1 isoform X3;protein_id=XP_045027588.1"
"122712","NC_059185.1","Gnomon","mRNA",1165197,1169298,".","-",".","ID=rna-XM_045171652.1;Parent=gene-LOC116921369;Dbxref=GeneID:116921369,Genbank:XM_045171652.1;Name=XM_045171652.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116921369;model_evidence=Supporting evidence includes similarity to: 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 84 samples with support for all annotated introns;product=glutamate receptor ionotropic%2C NMDA 1%2C transcript variant X2;transcript_id=XM_045171652.1"
"122715","NC_059185.1","Gnomon","exon",1167113,1167339,".","-",".","ID=exon-XM_045171652.1-3;Parent=rna-XM_045171652.1;Dbxref=GeneID:116921369,Genbank:XM_045171652.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116921369;product=glutamate receptor ionotropic%2C NMDA 1%2C transcript variant X2;transcript_id=XM_045171652.1"
"122718","NC_059185.1","Gnomon","CDS",1167113,1167283,".","-","0","ID=cds-XP_045027587.1;Parent=rna-XM_045171652.1;Dbxref=GeneID:116921369,Genbank:XP_045027587.1;Name=XP_045027587.1;gbkey=CDS;gene=LOC116921369;product=glutamate receptor ionotropic%2C NMDA 1 isoform X2;protein_id=XP_045027587.1"
"1.34","NC_059182.1","RefSeq","region",1,19099978,".","+",".","ID=NC_059182.1:1..19099978;Dbxref=taxon:35525;Name=LG1;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG1;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"8575","NC_059182.1","Gnomon","gene",1345884,1347436,".","-",".","ID=gene-LOC116920587;Dbxref=GeneID:116920587;Name=LOC116920587;gbkey=Gene;gene=LOC116920587;gene_biotype=protein_coding"
"8576","NC_059182.1","Gnomon","mRNA",1345884,1347436,".","-",".","ID=rna-XM_032926734.2;Parent=gene-LOC116920587;Dbxref=GeneID:116920587,Genbank:XM_032926734.2;Name=XM_032926734.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116920587;model_evidence=Supporting evidence includes similarity to: 3 ESTs%2C 25 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 146 samples with support for all annotated introns;product=ubiquitin-conjugating enzyme E2 G1;transcript_id=XM_032926734.2"
"8580","NC_059182.1","Gnomon","exon",1345884,1346740,".","-",".","ID=exon-XM_032926734.2-4;Parent=rna-XM_032926734.2;Dbxref=GeneID:116920587,Genbank:XM_032926734.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116920587;product=ubiquitin-conjugating enzyme E2 G1;transcript_id=XM_032926734.2"
"8584","NC_059182.1","Gnomon","CDS",1346481,1346740,".","-","2","ID=cds-XP_032782625.1;Parent=rna-XM_032926734.2;Dbxref=GeneID:116920587,Genbank:XP_032782625.1;Name=XP_032782625.1;gbkey=CDS;gene=LOC116920587;product=ubiquitin-conjugating enzyme E2 G1;protein_id=XP_032782625.1"
"1.35","NC_059182.1","RefSeq","region",1,19099978,".","+",".","ID=NC_059182.1:1..19099978;Dbxref=taxon:35525;Name=LG1;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG1;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"7100","NC_059182.1","Gnomon","gene",1122101,1125895,".","-",".","ID=gene-LOC116919035;Dbxref=GeneID:116919035;Name=LOC116919035;gbkey=Gene;gene=LOC116919035;gene_biotype=protein_coding"
"7101","NC_059182.1","Gnomon","mRNA",1122101,1125895,".","-",".","ID=rna-XM_045167275.1;Parent=gene-LOC116919035;Dbxref=GeneID:116919035,Genbank:XM_045167275.1;Name=XM_045167275.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116919035;model_evidence=Supporting evidence includes similarity to: 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 106 samples with support for all annotated introns;product=high-affinity choline transporter 1%2C transcript variant X2;transcript_id=XM_045167275.1"
